duration,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,num_failed_logins,root_shell,su_attempted,num_file_creations,num_access_files,same_srv_rate,diff_srv_rate,attack_type
3566,PACS,lab_results,REJ,9069,5280,0,0,0,0,17,81,0.24,0.93,normal
3397,HL7_API,lab_results,REJ,495,2604,1,4,0,0,6,40,0.94,0.4,data_modification
2672,EHR,prescriptions,S0,8903,2867,0,4,0,1,13,18,0.52,0.69,privilege_misuse
2118,HL7_API,radiology,SF,2580,4728,1,3,0,1,19,56,0.14,0.21,audit_log_tampering
3479,HL7_API,radiology,REJ,2583,4098,0,1,1,1,8,66,0.41,0.46,unauthorized_access
156,HL7_API,patient_records,SF,8921,6022,1,4,0,1,4,13,0.63,0.95,insider_data_leakage
2264,PACS,radiology,REJ,2091,4134,0,4,1,0,5,97,0.28,0.32,data_modification
2009,PACS,lab_results,REJ,296,7255,1,5,1,0,18,37,0.64,0.52,policy_violation
3162,EHR,lab_results,SF,6013,3809,0,4,0,0,9,86,0.19,0.12,unauthorized_access
250,EHR,lab_results,S0,8561,4037,0,2,0,0,10,44,0.56,0.18,credential_sharing
422,EHR,patient_records,SF,9179,678,0,4,1,0,11,9,0.34,0.94,insider_data_leakage
3563,PACS,prescriptions,S0,8705,2661,1,4,0,1,15,29,0.36,0.92,unauthorized_access
2122,HL7_API,prescriptions,S0,2834,6165,0,4,1,0,13,18,0.96,0.6,data_modification
1316,HL7_API,patient_records,S0,3351,2158,1,4,0,0,18,40,0.86,0.01,unauthorized_access
2110,PACS,billing,REJ,5350,7213,0,4,0,1,15,30,0.03,0.82,data_modification
3168,HL7_API,lab_results,SF,9462,3241,0,3,0,1,0,35,0.88,0.02,insider_data_leakage
2633,PACS,radiology,S0,1664,2661,0,3,0,0,18,98,0.97,0.58,unauthorized_access
408,PACS,lab_results,S0,8297,1415,1,2,0,1,20,12,0.19,0.43,audit_log_tampering
732,HL7_API,lab_results,SF,6658,6254,0,2,0,1,10,39,0.44,0.54,audit_log_tampering
1045,PACS,billing,SF,4570,804,1,5,0,0,17,43,0.23,0.69,credential_sharing
348,PACS,prescriptions,REJ,9878,5573,1,4,0,0,20,95,0.39,0.76,data_modification
306,EHR,lab_results,REJ,380,5167,1,1,1,1,6,42,0.18,0.32,insider_data_leakage
85,EHR,billing,REJ,9473,7825,1,5,1,1,8,41,0.77,1.0,data_modification
298,PACS,billing,REJ,3268,4840,0,5,0,0,8,8,0.96,0.53,privilege_misuse
1536,EHR,patient_records,REJ,8410,321,1,1,1,0,17,38,0.84,0.61,credential_sharing
825,HL7_API,prescriptions,SF,5492,678,1,1,0,0,16,23,0.92,0.61,unauthorized_access
2511,EHR,radiology,SF,3012,5715,0,4,1,0,13,15,0.88,0.66,insider_data_leakage
452,PACS,patient_records,SF,228,5026,0,4,1,0,10,92,0.55,0.92,unauthorized_access
484,HL7_API,prescriptions,S0,6280,2408,1,3,0,1,17,40,0.3,0.79,data_modification
1676,HL7_API,billing,SF,1779,7739,0,1,1,0,7,68,0.59,0.57,insider_data_leakage
390,HL7_API,billing,SF,4434,2560,1,3,0,1,19,16,0.74,0.38,credential_sharing
333,PACS,lab_results,S0,1695,2884,0,3,0,1,5,57,0.39,0.4,audit_log_tampering
1132,HL7_API,radiology,REJ,5932,2709,0,5,0,0,0,49,0.13,0.32,policy_violation
2234,EHR,radiology,S0,311,1613,0,5,0,1,4,20,0.46,0.88,unauthorized_access
372,EHR,lab_results,S0,3765,4832,1,4,1,1,14,66,0.35,0.8,policy_violation
907,PACS,radiology,SF,7920,3703,0,5,1,1,1,14,0.97,0.39,privilege_misuse
1395,PACS,patient_records,REJ,7049,6817,1,1,0,1,6,64,0.19,0.79,credential_sharing
447,PACS,radiology,REJ,4228,4477,1,3,0,1,8,1,0.11,0.62,credential_sharing
987,PACS,lab_results,SF,5244,7655,1,1,0,0,2,81,0.62,0.62,insider_data_leakage
2530,HL7_API,lab_results,REJ,4486,2377,0,3,1,1,6,24,0.69,0.5,privilege_misuse
1388,PACS,radiology,SF,9361,2667,0,4,1,1,6,57,0.66,0.67,privilege_misuse
1519,HL7_API,patient_records,S0,5610,6561,1,2,1,0,1,36,0.58,0.65,credential_sharing
1651,PACS,lab_results,S0,7464,6849,1,0,0,0,17,75,0.33,0.17,normal
2064,HL7_API,lab_results,SF,9648,223,1,5,1,0,6,68,0.63,0.76,data_modification
2431,EHR,billing,SF,8846,5244,0,1,1,1,6,72,0.18,0.51,credential_sharing
344,EHR,patient_records,SF,9468,7701,1,2,0,1,13,56,0.54,0.58,audit_log_tampering
3053,PACS,billing,S0,4944,7399,0,3,0,0,13,57,0.26,0.57,data_modification
281,HL7_API,radiology,SF,5728,158,1,1,0,0,11,5,0.16,0.09,credential_sharing
1237,HL7_API,prescriptions,REJ,318,6703,1,5,0,1,6,23,0.52,0.81,data_modification
221,EHR,radiology,S0,1624,648,1,5,1,1,15,67,0.99,0.9,unauthorized_access
2058,HL7_API,radiology,SF,6073,3714,0,5,0,0,14,61,0.28,0.72,audit_log_tampering
1045,PACS,lab_results,SF,3343,7040,1,2,0,0,18,35,0.41,0.52,privilege_misuse
2339,PACS,billing,SF,9825,6307,0,3,0,1,10,63,0.24,0.4,audit_log_tampering
385,HL7_API,billing,S0,616,833,0,5,1,0,1,26,0.85,0.73,unauthorized_access
2524,PACS,patient_records,REJ,8905,7555,0,4,1,0,13,76,0.02,0.25,insider_data_leakage
788,EHR,prescriptions,REJ,5324,708,0,1,0,0,17,32,0.73,0.83,normal
1581,PACS,lab_results,S0,5682,4884,0,2,1,1,19,41,0.24,0.89,privilege_misuse
1765,PACS,radiology,S0,4018,2215,0,2,1,0,2,4,0.95,0.26,unauthorized_access
1042,EHR,billing,S0,8936,1015,1,3,0,0,3,84,0.79,0.61,insider_data_leakage
3440,PACS,radiology,SF,9938,7024,0,4,0,1,11,69,0.75,0.4,insider_data_leakage
2245,PACS,radiology,S0,7209,2612,1,5,1,1,1,48,0.88,0.3,credential_sharing
3208,HL7_API,billing,S0,9721,2583,1,0,0,0,11,62,0.45,0.32,normal
1782,EHR,radiology,SF,711,2340,1,1,0,0,17,96,0.83,0.69,privilege_misuse
1160,PACS,billing,REJ,6181,5747,1,3,1,0,20,47,0.98,0.13,privilege_misuse
1299,PACS,lab_results,REJ,5815,3564,0,2,0,0,13,9,0.6,0.96,privilege_misuse
2211,EHR,prescriptions,REJ,6668,5209,0,5,0,0,11,38,0.53,0.25,policy_violation
3165,HL7_API,prescriptions,REJ,2434,7665,0,5,1,1,1,97,0.22,0.27,insider_data_leakage
870,EHR,patient_records,REJ,1513,5026,0,3,1,0,14,100,0.21,0.38,audit_log_tampering
3045,PACS,billing,S0,5874,4878,1,4,1,0,17,54,0.83,0.81,privilege_misuse
2816,HL7_API,lab_results,S0,2915,5001,1,1,0,0,17,7,0.44,0.28,normal
2161,PACS,billing,S0,5135,1655,1,2,1,1,6,37,0.96,0.46,privilege_misuse
1022,PACS,patient_records,SF,374,1054,0,4,1,0,13,57,0.04,0.09,data_modification
1681,EHR,billing,REJ,2304,7746,1,3,0,0,14,58,0.71,0.85,audit_log_tampering
2807,EHR,lab_results,S0,6856,2050,0,2,0,0,3,91,0.9,0.75,unauthorized_access
2009,HL7_API,radiology,S0,522,5340,0,0,0,0,18,36,0.87,0.76,normal
3116,HL7_API,prescriptions,S0,5171,6184,1,4,0,1,3,85,0.76,0.08,unauthorized_access
2257,EHR,lab_results,SF,5632,6199,1,2,1,1,20,58,0.77,0.65,privilege_misuse
3521,PACS,radiology,REJ,1780,2242,1,3,1,0,0,37,0.33,0.9,insider_data_leakage
1540,HL7_API,radiology,S0,9070,3872,1,2,1,1,12,22,0.05,0.75,data_modification
170,EHR,billing,REJ,2002,920,1,3,0,1,17,82,0.73,0.64,audit_log_tampering
3545,HL7_API,patient_records,SF,969,5734,1,1,0,0,16,49,0.62,0.61,normal
745,EHR,lab_results,SF,6778,5357,0,1,0,1,17,20,0.27,0.69,unauthorized_access
813,EHR,radiology,SF,9638,3861,0,3,1,1,8,81,0.83,0.84,insider_data_leakage
886,PACS,lab_results,SF,6106,2727,0,1,0,0,7,11,0.22,0.44,normal
3387,PACS,lab_results,SF,1702,1190,0,2,1,1,9,92,0.55,0.85,audit_log_tampering
774,PACS,prescriptions,REJ,8325,1330,0,1,0,1,1,5,0.43,0.84,data_modification
1055,PACS,billing,S0,3107,2954,1,1,1,1,4,55,0.61,0.06,data_modification
3332,EHR,prescriptions,REJ,5914,1804,1,1,0,0,11,85,0.77,0.37,normal
1611,EHR,prescriptions,SF,2768,3636,1,5,0,1,8,3,0.6,0.94,credential_sharing
2645,EHR,radiology,SF,1209,1223,0,0,0,0,19,28,0.27,0.3,normal
2676,EHR,billing,S0,5327,3856,1,1,0,0,16,65,0.85,0.36,data_modification
120,EHR,lab_results,SF,7681,1298,0,0,0,0,14,36,0.15,0.58,normal
2820,EHR,billing,SF,296,3175,0,3,0,1,0,97,0.35,0.98,credential_sharing
3286,PACS,prescriptions,SF,3154,228,0,4,1,1,5,58,0.35,0.92,data_modification
3586,EHR,billing,REJ,1008,7911,0,2,0,1,9,82,0.7,0.63,audit_log_tampering
660,HL7_API,prescriptions,REJ,3082,6274,1,1,0,0,8,34,0.48,0.84,normal
3123,HL7_API,lab_results,REJ,4019,4533,1,4,0,0,0,18,0.26,0.92,audit_log_tampering
3575,PACS,radiology,REJ,6899,1592,1,2,0,1,3,44,0.07,0.62,audit_log_tampering
496,PACS,patient_records,S0,5283,5597,1,3,1,0,9,59,0.49,0.77,data_modification
1643,PACS,lab_results,SF,9982,4974,1,2,1,0,7,64,0.58,0.61,audit_log_tampering
1650,PACS,patient_records,SF,4600,6101,1,5,1,0,19,68,0.83,0.3,data_modification
1235,HL7_API,radiology,SF,7239,2941,0,1,0,0,17,70,0.77,0.09,normal
685,PACS,lab_results,REJ,8941,5758,0,2,1,0,0,47,0.98,0.17,unauthorized_access
3305,HL7_API,prescriptions,REJ,819,6899,1,2,0,1,20,8,0.08,0.0,privilege_misuse
210,PACS,billing,REJ,7545,1071,1,0,0,0,16,74,0.65,0.44,normal
2065,HL7_API,lab_results,S0,1811,2454,1,4,0,1,19,48,0.55,0.18,credential_sharing
440,PACS,patient_records,REJ,5009,6159,0,4,1,1,6,66,0.27,0.46,policy_violation
1719,PACS,patient_records,REJ,4267,2314,1,2,1,1,5,87,0.91,0.61,policy_violation
851,PACS,patient_records,S0,1318,1552,0,1,1,0,9,99,0.19,0.0,audit_log_tampering
2882,HL7_API,lab_results,REJ,9857,5373,1,5,1,1,8,54,0.51,0.19,unauthorized_access
1768,HL7_API,prescriptions,REJ,698,1736,0,4,0,0,2,31,0.71,0.36,insider_data_leakage
681,PACS,billing,SF,8028,4785,0,5,1,1,8,21,0.97,0.53,unauthorized_access
1734,PACS,patient_records,SF,665,942,1,0,0,0,18,4,0.38,0.37,normal
2381,EHR,patient_records,S0,816,5182,1,3,1,1,14,2,0.89,0.9,privilege_misuse
568,EHR,patient_records,SF,8458,7238,0,2,0,1,13,37,0.55,0.02,privilege_misuse
3522,EHR,lab_results,SF,7421,1538,1,1,1,1,17,18,0.03,0.86,data_modification
1578,PACS,billing,REJ,9293,4115,0,4,0,1,11,39,0.37,0.27,insider_data_leakage
192,HL7_API,lab_results,SF,4927,3698,1,2,1,0,14,19,0.51,0.81,privilege_misuse
3369,PACS,prescriptions,REJ,318,1985,1,1,0,0,11,4,0.19,0.15,normal
424,HL7_API,billing,SF,8243,4318,0,0,0,0,8,52,0.41,0.66,normal
3198,HL7_API,billing,SF,1759,7525,1,2,0,0,6,99,0.34,0.28,audit_log_tampering
826,HL7_API,prescriptions,REJ,4527,1816,1,3,1,0,19,15,0.25,0.41,policy_violation
265,HL7_API,radiology,REJ,2027,3161,1,2,0,1,12,73,0.63,0.14,privilege_misuse
37,PACS,prescriptions,REJ,2535,3230,1,2,0,1,8,94,0.2,0.82,credential_sharing
1365,PACS,patient_records,SF,9105,5588,0,4,0,0,6,71,0.63,0.95,data_modification
880,HL7_API,prescriptions,SF,2599,819,1,5,1,1,16,40,0.08,0.78,privilege_misuse
3015,PACS,prescriptions,SF,4062,5799,0,5,0,1,8,19,0.91,0.75,data_modification
614,EHR,billing,REJ,8980,2844,0,4,1,1,18,70,0.12,0.58,policy_violation
802,PACS,patient_records,S0,5186,2062,1,2,0,1,9,38,0.38,0.55,audit_log_tampering
209,EHR,lab_results,S0,5663,6230,0,4,1,1,12,62,0.94,0.95,unauthorized_access
1238,PACS,prescriptions,REJ,6698,2708,1,1,1,1,9,12,0.23,0.17,unauthorized_access
2237,HL7_API,patient_records,REJ,7624,1299,0,5,1,1,8,38,0.76,0.18,privilege_misuse
274,PACS,radiology,S0,2881,3494,1,5,0,1,8,65,0.53,0.39,unauthorized_access
1218,EHR,radiology,REJ,9012,3254,1,5,0,1,3,8,0.33,0.47,policy_violation
3585,HL7_API,lab_results,S0,3628,5216,0,2,1,1,0,29,0.42,0.98,data_modification
3307,PACS,patient_records,SF,6259,4474,1,1,1,0,10,54,0.71,0.19,data_modification
2513,HL7_API,patient_records,REJ,5982,1049,0,4,0,0,7,84,0.52,0.28,audit_log_tampering
28,PACS,patient_records,S0,4939,1218,1,5,1,0,17,12,0.4,0.85,policy_violation
2426,HL7_API,patient_records,REJ,3826,2991,0,3,0,0,11,42,0.22,0.1,credential_sharing
2955,PACS,billing,S0,1203,390,0,1,0,0,18,50,0.2,0.62,unauthorized_access
2807,PACS,radiology,SF,5669,6864,0,1,1,0,5,47,0.95,0.3,policy_violation
410,HL7_API,lab_results,SF,7406,2368,1,5,0,0,11,74,0.42,0.06,audit_log_tampering
1233,PACS,patient_records,S0,9749,6008,1,1,0,0,7,6,0.2,0.63,data_modification
927,HL7_API,lab_results,REJ,3718,1239,1,2,1,0,8,11,0.5,0.4,credential_sharing
2004,EHR,billing,REJ,5289,6376,0,1,1,1,2,88,0.82,0.98,privilege_misuse
486,HL7_API,lab_results,REJ,3118,776,1,1,0,1,2,89,0.23,0.47,insider_data_leakage
1548,HL7_API,patient_records,S0,3080,6350,0,1,0,1,0,85,0.81,0.21,audit_log_tampering
269,HL7_API,patient_records,REJ,7179,3044,1,4,1,0,11,52,0.29,0.27,policy_violation
1484,HL7_API,patient_records,SF,4823,2399,1,5,0,1,12,24,0.77,0.81,privilege_misuse
654,EHR,billing,SF,3937,7876,0,3,0,1,8,89,0.16,0.06,privilege_misuse
1819,EHR,lab_results,REJ,3298,514,0,5,0,0,18,85,0.87,0.27,unauthorized_access
808,PACS,billing,S0,7065,7751,0,2,0,0,3,33,0.48,0.49,data_modification
1462,PACS,billing,S0,1067,921,1,1,0,0,10,88,0.42,0.57,policy_violation
1233,EHR,billing,S0,5687,7867,1,5,1,1,3,74,0.4,0.94,privilege_misuse
1653,HL7_API,patient_records,REJ,3502,5052,0,5,1,0,14,61,0.75,0.95,data_modification
1326,EHR,patient_records,S0,5730,7252,0,4,0,1,19,70,0.93,0.65,credential_sharing
1786,EHR,prescriptions,S0,864,1803,0,1,0,1,10,5,0.6,0.08,privilege_misuse
1512,PACS,radiology,SF,1700,7708,0,2,0,0,19,44,0.5,0.28,insider_data_leakage
714,EHR,billing,REJ,1078,6599,1,2,1,1,19,15,0.06,0.55,audit_log_tampering
2772,PACS,patient_records,S0,7796,1368,0,5,0,0,17,28,0.07,0.72,audit_log_tampering
2792,EHR,radiology,SF,6243,846,1,3,0,1,10,90,0.59,0.46,insider_data_leakage
7,HL7_API,patient_records,S0,1691,4924,1,3,1,1,0,24,0.23,0.66,unauthorized_access
1740,PACS,radiology,REJ,2492,5972,0,2,0,0,15,20,0.72,0.34,credential_sharing
830,HL7_API,lab_results,REJ,7340,4137,1,1,0,0,4,62,0.32,0.89,normal
1810,PACS,patient_records,REJ,834,3937,0,5,0,0,19,17,0.5,0.04,audit_log_tampering
773,PACS,billing,SF,6478,251,1,1,0,0,10,52,0.35,0.9,unauthorized_access
1298,EHR,lab_results,S0,7283,5437,1,2,0,1,8,7,0.46,0.69,privilege_misuse
1968,EHR,radiology,REJ,3228,5534,1,1,1,1,7,17,0.15,0.9,credential_sharing
2515,PACS,billing,REJ,1606,5511,1,0,0,0,15,88,0.1,0.22,normal
7,HL7_API,patient_records,SF,4469,7904,0,2,0,1,1,59,0.37,0.14,data_modification
1204,HL7_API,prescriptions,SF,8617,5812,0,1,0,0,6,21,0.3,0.8,normal
3105,PACS,patient_records,REJ,1572,6085,1,4,1,0,10,99,0.84,0.65,unauthorized_access
201,EHR,lab_results,S0,5293,6725,1,4,1,0,13,97,0.56,0.57,credential_sharing
2645,PACS,patient_records,SF,752,3734,1,2,1,1,13,95,0.9,0.7,unauthorized_access
954,EHR,billing,SF,2041,7106,0,3,1,0,4,4,0.47,0.08,audit_log_tampering
3351,PACS,billing,SF,8739,2856,0,2,1,1,15,53,0.36,0.46,privilege_misuse
905,EHR,radiology,SF,4082,7477,1,1,1,0,8,79,0.98,0.58,credential_sharing
2828,HL7_API,lab_results,REJ,3996,1388,1,1,0,0,13,1,0.38,0.29,normal
3480,PACS,patient_records,S0,1809,7512,0,1,0,1,9,84,0.04,0.12,unauthorized_access
779,HL7_API,prescriptions,SF,6251,4558,1,1,1,0,1,38,0.41,0.23,unauthorized_access
3042,PACS,billing,S0,7213,2226,1,1,1,1,7,75,0.86,0.88,policy_violation
2365,PACS,lab_results,REJ,3994,7515,0,1,0,0,17,14,0.84,0.27,normal
838,PACS,patient_records,REJ,6572,3710,0,5,1,0,16,5,0.65,0.17,data_modification
2959,HL7_API,lab_results,SF,837,4040,1,0,0,0,4,56,0.98,0.45,normal
420,PACS,billing,SF,2047,4866,1,5,1,1,2,60,0.01,0.5,insider_data_leakage
459,PACS,prescriptions,SF,8072,4185,0,2,0,1,15,31,0.7,0.24,unauthorized_access
2863,PACS,patient_records,REJ,9469,5464,1,4,1,0,11,28,0.34,0.54,credential_sharing
674,PACS,lab_results,SF,3348,4185,0,3,1,1,0,31,0.6,0.78,insider_data_leakage
3034,HL7_API,patient_records,REJ,6158,445,0,2,0,0,3,77,0.25,0.39,insider_data_leakage
523,PACS,prescriptions,REJ,8900,7186,0,1,1,0,18,38,0.03,0.96,unauthorized_access
2576,PACS,lab_results,S0,5833,4999,1,4,1,0,11,60,0.28,0.21,policy_violation
756,PACS,patient_records,S0,3753,7334,1,2,0,1,12,70,0.98,0.45,unauthorized_access
2670,HL7_API,radiology,S0,5643,5421,1,4,0,1,4,75,0.07,0.65,audit_log_tampering
2044,PACS,patient_records,SF,3559,3562,0,1,0,0,13,32,0.84,0.59,privilege_misuse
1379,PACS,lab_results,REJ,7318,6303,0,1,0,0,2,41,0.58,0.85,privilege_misuse
3005,HL7_API,patient_records,S0,5695,4670,1,2,0,1,8,40,0.4,0.87,audit_log_tampering
3297,EHR,patient_records,S0,5431,201,0,4,1,0,10,61,0.07,0.94,policy_violation
3368,PACS,prescriptions,SF,3966,5438,1,2,0,0,3,79,0.21,0.89,insider_data_leakage
3302,HL7_API,patient_records,SF,3702,3980,0,5,1,1,6,91,0.54,0.57,credential_sharing
2462,HL7_API,lab_results,SF,2177,3325,1,2,1,1,10,30,0.37,0.54,audit_log_tampering
2511,HL7_API,radiology,SF,2037,6905,0,0,0,0,5,8,0.09,0.49,normal
2790,PACS,lab_results,SF,1508,4855,1,1,0,0,11,11,0.58,0.93,data_modification
3181,HL7_API,billing,S0,2118,6179,1,5,1,0,11,60,0.73,0.01,insider_data_leakage
2434,PACS,patient_records,REJ,3929,5214,1,5,1,0,8,92,0.35,0.09,insider_data_leakage
223,EHR,radiology,REJ,6094,2571,1,4,1,1,17,100,0.26,0.87,unauthorized_access
2763,EHR,patient_records,S0,3664,4733,1,4,0,1,12,77,0.28,0.52,audit_log_tampering
2457,EHR,billing,REJ,7526,1574,0,4,1,1,16,19,0.61,0.34,data_modification
2149,HL7_API,radiology,SF,2777,4370,0,2,1,0,11,42,0.29,0.14,data_modification
428,PACS,lab_results,SF,9418,3577,0,1,1,1,10,49,0.62,0.11,unauthorized_access
707,PACS,prescriptions,SF,8728,3557,1,2,0,0,8,12,0.58,0.89,insider_data_leakage
1932,PACS,radiology,REJ,700,1558,0,5,1,1,17,79,0.84,0.67,policy_violation
1268,EHR,patient_records,REJ,5011,720,1,2,1,0,4,59,0.45,0.04,unauthorized_access
2379,PACS,patient_records,SF,7649,1247,1,1,1,0,2,2,0.64,0.35,insider_data_leakage
386,EHR,lab_results,SF,7778,3956,1,1,0,1,4,57,0.19,0.37,audit_log_tampering
1133,HL7_API,lab_results,S0,5317,7033,0,4,0,1,16,62,0.01,0.69,insider_data_leakage
2260,EHR,lab_results,S0,2787,1670,0,3,0,0,15,94,0.85,0.1,credential_sharing
1840,EHR,radiology,S0,8304,1255,1,2,0,1,14,39,0.87,0.62,data_modification
2981,PACS,prescriptions,S0,7426,3137,1,5,0,1,4,32,0.64,0.57,policy_violation
963,HL7_API,radiology,REJ,6069,3651,0,5,0,0,13,91,0.4,0.53,unauthorized_access
2002,HL7_API,prescriptions,SF,1852,5669,1,3,1,0,5,59,0.07,0.06,policy_violation
1544,EHR,prescriptions,SF,9178,3684,0,1,0,0,5,82,0.7,0.88,insider_data_leakage
279,HL7_API,lab_results,REJ,9892,4129,1,4,1,1,3,2,0.82,0.68,policy_violation
70,EHR,prescriptions,REJ,5537,5705,0,4,0,0,18,100,0.02,0.81,unauthorized_access
211,HL7_API,lab_results,SF,5393,2877,1,1,1,0,20,80,0.75,0.78,insider_data_leakage
2136,HL7_API,prescriptions,SF,4956,2044,1,1,1,1,13,38,0.72,0.66,insider_data_leakage
3123,PACS,billing,REJ,9955,7805,1,0,0,0,6,84,0.39,0.63,normal
1371,PACS,billing,S0,7453,6801,0,2,1,1,2,19,0.72,0.44,data_modification
1450,PACS,lab_results,SF,8042,1526,0,3,1,0,18,94,0.79,0.79,insider_data_leakage
1868,EHR,patient_records,S0,9825,7011,1,0,0,0,0,8,0.44,0.01,normal
522,PACS,radiology,REJ,7074,5576,0,0,0,0,18,38,0.56,0.54,normal
359,PACS,prescriptions,REJ,7152,935,1,4,1,0,4,24,0.86,1.0,audit_log_tampering
2857,PACS,radiology,SF,8298,2272,1,1,0,1,4,18,0.49,0.35,data_modification
90,EHR,radiology,S0,9354,7078,0,2,0,0,2,20,0.29,0.27,audit_log_tampering
1022,PACS,patient_records,REJ,3080,1851,0,1,1,1,7,82,0.75,0.21,audit_log_tampering
2843,PACS,lab_results,SF,3385,5289,1,5,0,1,16,42,0.15,0.77,data_modification
1281,EHR,radiology,SF,4952,6431,0,4,0,0,0,47,0.47,0.52,audit_log_tampering
1380,HL7_API,billing,SF,778,4974,0,4,0,0,4,29,0.33,0.84,unauthorized_access
2396,EHR,billing,REJ,7738,6045,0,1,0,0,15,72,0.44,0.53,normal
537,HL7_API,lab_results,REJ,243,5530,0,2,1,0,1,28,0.32,0.92,privilege_misuse
2127,HL7_API,billing,S0,2553,7568,1,5,1,1,2,32,0.37,0.79,privilege_misuse
1527,PACS,billing,REJ,6189,4728,0,1,0,0,20,25,0.6,0.61,policy_violation
1353,HL7_API,radiology,SF,9106,7459,1,4,0,0,13,64,0.9,0.12,audit_log_tampering
3228,HL7_API,prescriptions,S0,437,285,0,4,0,0,1,8,0.84,0.59,insider_data_leakage
687,PACS,lab_results,REJ,7623,4707,0,0,0,0,0,59,0.4,0.5,normal
1234,HL7_API,radiology,SF,7820,7554,0,3,0,0,17,92,0.15,0.53,insider_data_leakage
2827,EHR,patient_records,SF,1380,1809,1,4,0,1,17,90,0.35,0.8,policy_violation
1974,EHR,patient_records,REJ,6369,5438,0,2,0,1,1,59,0.22,0.37,insider_data_leakage
2247,PACS,patient_records,S0,5258,2193,0,4,1,1,4,47,0.52,0.78,insider_data_leakage
2933,PACS,billing,REJ,2191,6629,0,1,0,0,6,58,0.28,0.51,normal
1478,EHR,lab_results,SF,7062,7492,0,3,0,1,6,66,0.97,0.24,insider_data_leakage
267,HL7_API,patient_records,REJ,9483,4069,1,0,0,0,11,23,0.82,0.35,normal
660,HL7_API,billing,REJ,2183,1301,1,0,0,0,4,53,0.02,0.32,normal
2559,PACS,patient_records,S0,9053,2049,1,5,0,1,9,7,0.94,0.47,privilege_misuse
1826,PACS,prescriptions,SF,4811,6838,0,2,0,1,19,79,0.54,0.44,audit_log_tampering
2066,PACS,radiology,REJ,7934,1941,0,2,1,1,16,93,0.84,0.75,data_modification
1077,PACS,prescriptions,S0,1162,3668,0,4,1,0,0,18,0.56,0.88,data_modification
3281,HL7_API,patient_records,SF,6023,656,0,2,1,1,16,39,0.62,0.56,policy_violation
3245,HL7_API,radiology,REJ,553,3811,1,1,0,0,3,57,0.64,0.22,normal
630,HL7_API,billing,SF,1311,4124,1,3,0,0,0,95,0.26,0.93,unauthorized_access
1807,PACS,lab_results,S0,7455,1558,0,3,1,1,10,82,0.45,0.53,data_modification
1556,EHR,radiology,REJ,3025,6981,1,4,0,1,10,7,0.4,0.56,insider_data_leakage
3587,HL7_API,lab_results,S0,2481,1677,0,2,1,0,20,79,0.35,0.16,unauthorized_access
523,EHR,billing,S0,2508,7634,1,2,0,0,17,80,0.47,0.88,insider_data_leakage
187,HL7_API,prescriptions,REJ,8152,5901,1,5,1,0,12,78,0.7,0.82,insider_data_leakage
271,PACS,lab_results,SF,5904,1385,0,5,1,0,7,56,0.73,0.85,policy_violation
3330,PACS,lab_results,REJ,9438,6430,0,1,1,0,7,95,0.82,0.08,audit_log_tampering
333,EHR,prescriptions,SF,9267,7139,0,1,0,0,2,65,0.7,0.03,credential_sharing
1639,HL7_API,radiology,REJ,9605,4366,0,2,0,1,8,72,0.69,0.03,policy_violation
730,HL7_API,billing,SF,6790,2525,1,2,1,1,1,7,0.19,0.11,data_modification
3329,HL7_API,lab_results,S0,9065,5596,0,4,1,0,15,9,0.43,0.8,credential_sharing
492,EHR,prescriptions,SF,1049,6322,1,2,1,1,19,48,0.04,0.62,privilege_misuse
2014,HL7_API,lab_results,REJ,6656,4090,1,1,1,1,4,72,0.67,0.73,privilege_misuse
1052,EHR,prescriptions,SF,4456,2737,1,5,1,0,0,16,0.48,0.38,policy_violation
1959,PACS,prescriptions,S0,4533,4841,1,3,0,0,16,22,0.63,0.44,credential_sharing
3340,EHR,radiology,S0,6164,492,0,3,1,0,3,87,0.68,0.31,audit_log_tampering
2898,PACS,radiology,REJ,6171,1266,1,2,0,0,0,30,0.87,0.28,audit_log_tampering
390,HL7_API,radiology,REJ,447,6226,0,3,0,0,5,51,0.74,0.85,privilege_misuse
864,EHR,billing,SF,1317,822,1,1,0,0,12,57,0.78,0.86,insider_data_leakage
2285,HL7_API,lab_results,REJ,241,3311,1,4,1,1,16,48,0.35,0.53,credential_sharing
965,PACS,patient_records,SF,6588,7720,1,4,1,1,17,31,0.18,0.1,audit_log_tampering
1278,HL7_API,prescriptions,S0,5415,4005,0,4,1,1,6,93,0.38,0.73,unauthorized_access
251,EHR,billing,REJ,4504,3085,1,5,1,1,13,58,0.71,0.27,credential_sharing
3480,HL7_API,lab_results,SF,5787,5280,1,5,1,0,8,8,0.38,0.62,policy_violation
2999,HL7_API,prescriptions,SF,5847,5226,0,5,1,1,12,8,0.23,0.87,credential_sharing
1179,HL7_API,lab_results,S0,3970,4731,0,1,0,1,14,37,0.87,0.37,data_modification
861,PACS,patient_records,REJ,408,5240,1,3,0,0,5,66,0.01,0.32,privilege_misuse
1931,EHR,patient_records,S0,8245,3211,0,4,1,1,7,92,0.31,0.73,policy_violation
3537,EHR,prescriptions,SF,6593,7893,0,2,0,0,5,11,0.13,0.22,data_modification
568,PACS,billing,SF,5185,261,0,5,0,0,16,18,0.34,1.0,unauthorized_access
